state,county,candidate,party,total_votes,won
Delaware,Kent County,Joe Biden,DEM,44552,TRUE
Delaware,New Castle County,Joe Biden,DEM,195034,TRUE
Delaware,Sussex County,Donald Trump,REP,71230,TRUE
District of Columbia,District of Columbia,Joe Biden,DEM,39041,TRUE
District of Columbia,Ward 2,Joe Biden,DEM,29078,TRUE
District of Columbia,Ward 3,Joe Biden,DEM,39397,TRUE
District of Columbia,Ward 4,Joe Biden,DEM,42489,TRUE
District of Columbia,Ward 5,Joe Biden,DEM,43320,TRUE
District of Columbia,Ward 6,Joe Biden,DEM,56719,TRUE
District of Columbia,Ward 7,Joe Biden,DEM,36382,TRUE
District of Columbia,Ward 8,Joe Biden,DEM,30897,TRUE
Florida,Alachua County,Joe Biden,DEM,89704,TRUE
Florida,Baker County,Donald Trump,REP,11911,TRUE
Florida,Bay County,Donald Trump,REP,66097,TRUE
Florida,Bradford County,Donald Trump,REP,10334,TRUE
Florida,Brevard County,Donald Trump,REP,207883,TRUE
Florida,Broward County,Joe Biden,DEM,618752,TRUE
Florida,Calhoun County,Donald Trump,REP,5274,TRUE
Florida,Charlotte County,Donald Trump,REP,73243,TRUE
Florida,Citrus County,Donald Trump,REP,65352,TRUE
Florida,Clay County,Donald Trump,REP,84480,TRUE
Florida,Collier County,Donald Trump,REP,128950,TRUE
Florida,Columbia County,Donald Trump,REP,23836,TRUE
Florida,DeSoto County,Donald Trump,REP,8313,TRUE
Florida,Dixie County,Donald Trump,REP,6759,TRUE
Florida,Duval County,Joe Biden,DEM,252556,TRUE
Florida,Escambia County,Donald Trump,REP,96674,TRUE
Florida,Flagler County,Donald Trump,REP,43043,TRUE
Florida,Franklin County,Donald Trump,REP,4675,TRUE
Florida,Gadsden County,Joe Biden,DEM,16153,TRUE
Florida,Gilchrist County,Donald Trump,REP,7895,TRUE
Florida,Glades County,Donald Trump,REP,3782,TRUE
Florida,Gulf County,Donald Trump,REP,6113,TRUE
Florida,Hamilton County,Donald Trump,REP,3815,TRUE
Florida,Hardee County,Donald Trump,REP,6122,TRUE
Florida,Hendry County,Donald Trump,REP,7906,TRUE
Florida,Hernando County,Donald Trump,REP,70412,TRUE
Florida,Highlands County,Donald Trump,REP,34873,TRUE
Florida,Hillsborough County,Joe Biden,DEM,376367,TRUE
Florida,Holmes County,Donald Trump,REP,8080,TRUE
Florida,Indian River County,Donald Trump,REP,58872,TRUE
Florida,Jackson County,Donald Trump,REP,15488,TRUE
Florida,Jefferson County,Donald Trump,REP,4479,TRUE
Florida,Lafayette County,Donald Trump,REP,3128,TRUE
Florida,Lake County,Donald Trump,REP,125859,TRUE
Florida,Lee County,Donald Trump,REP,233247,TRUE
Florida,Leon County,Joe Biden,DEM,103517,TRUE
Florida,Levy County,Donald Trump,REP,16749,TRUE
Florida,Liberty County,Donald Trump,REP,2846,TRUE
Florida,Madison County,Donald Trump,REP,5576,TRUE
Florida,Manatee County,Donald Trump,REP,124987,TRUE
Florida,Marion County,Donald Trump,REP,127826,TRUE
Florida,Martin County,Donald Trump,REP,61168,TRUE
Florida,Miami-Dade County,Joe Biden,DEM,617864,TRUE
Florida,Monroe County,Donald Trump,REP,25693,TRUE
Florida,Nassau County,Donald Trump,REP,42566,TRUE
Florida,Okaloosa County,Donald Trump,REP,79798,TRUE
Florida,Okeechobee County,Donald Trump,REP,11470,TRUE
Florida,Orange County,Joe Biden,DEM,395014,TRUE
Florida,Osceola County,Joe Biden,DEM,97297,TRUE
Florida,Palm Beach County,Joe Biden,DEM,433572,TRUE
Florida,Pasco County,Donald Trump,REP,179621,TRUE
Florida,Pinellas County,Joe Biden,DEM,277450,TRUE
Florida,Polk County,Donald Trump,REP,194586,TRUE
Florida,Putnam County,Donald Trump,REP,25514,TRUE
Florida,Saint Johns County,Donald Trump,REP,110946,TRUE
Florida,Saint Lucie County,Donald Trump,REP,86831,TRUE
Florida,Santa Rosa County,Donald Trump,REP,77385,TRUE
Florida,Sarasota County,Donald Trump,REP,148370,TRUE
Florida,Seminole County,Joe Biden,DEM,132528,TRUE
Florida,Sumter County,Donald Trump,REP,62761,TRUE
Florida,Suwannee County,Donald Trump,REP,16410,TRUE
Florida,Taylor County,Donald Trump,REP,7751,TRUE
Florida,Union County,Donald Trump,REP,5133,TRUE
Florida,Volusia County,Donald Trump,REP,173821,TRUE
Florida,Wakulla County,Donald Trump,REP,12874,TRUE
Florida,Walton County,Donald Trump,REP,32947,TRUE
Florida,Washington County,Donald Trump,REP,9876,TRUE
Georgia,Appling County,Donald Trump,REP,6570,TRUE
Georgia,Atkinson County,Donald Trump,REP,2300,TRUE
Georgia,Bacon County,Donald Trump,REP,4017,TRUE
Georgia,Baker County,Donald Trump,REP,897,TRUE
Georgia,Baldwin County,Joe Biden,DEM,9140,TRUE
Georgia,Banks County,Donald Trump,REP,7795,TRUE
Georgia,Barrow County,Donald Trump,REP,26804,TRUE
Georgia,Bartow County,Donald Trump,REP,37672,TRUE
Georgia,Ben Hill County,Donald Trump,REP,4111,TRUE
Georgia,Berrien County,Donald Trump,REP,6419,TRUE
Georgia,Bibb County,Joe Biden,DEM,43408,TRUE
Georgia,Bleckley County,Donald Trump,REP,4329,TRUE
Georgia,Brantley County,Donald Trump,REP,6993,TRUE
Georgia,Brooks County,Donald Trump,REP,4261,TRUE
Georgia,Bryan County,Donald Trump,REP,14240,TRUE
Georgia,Bulloch County,Donald Trump,REP,18387,TRUE
Georgia,Burke County,Donald Trump,REP,5400,TRUE
Georgia,Butts County,Donald Trump,REP,8406,TRUE
Georgia,Calhoun County,Joe Biden,DEM,1263,TRUE
Georgia,Camden County,Donald Trump,REP,15249,TRUE
Georgia,Candler County,Donald Trump,REP,3133,TRUE
Georgia,Carroll County,Donald Trump,REP,37476,TRUE
Georgia,Catoosa County,Donald Trump,REP,25167,TRUE
Georgia,Charlton County,Donald Trump,REP,3419,TRUE
Georgia,Chatham County,Joe Biden,DEM,78247,TRUE
Georgia,Chattahoochee County,Donald Trump,REP,880,TRUE
Georgia,Chattooga County,Donald Trump,REP,8064,TRUE
Georgia,Cherokee County,Donald Trump,REP,99585,TRUE
Georgia,Clarke County,Joe Biden,DEM,36055,TRUE
Georgia,Clay County,Joe Biden,DEM,791,TRUE
Georgia,Clayton County,Joe Biden,DEM,95466,TRUE
Georgia,Clinch County,Donald Trump,REP,2105,TRUE
Georgia,Cobb County,Joe Biden,DEM,221847,TRUE
Georgia,Coffee County,Donald Trump,REP,10578,TRUE
Georgia,Colquitt County,Donald Trump,REP,11777,TRUE
Georgia,Columbia County,Donald Trump,REP,50013,TRUE
Georgia,Cook County,Donald Trump,REP,4900,TRUE
Georgia,Coweta County,Donald Trump,REP,51501,TRUE
Georgia,Crawford County,Donald Trump,REP,4428,TRUE
Georgia,Crisp County,Donald Trump,REP,4985,TRUE
Georgia,Dade County,Donald Trump,REP,6066,TRUE
Georgia,Dawson County,Donald Trump,REP,13398,TRUE
Georgia,Decatur County,Donald Trump,REP,6755,TRUE
Georgia,DeKalb County,Joe Biden,DEM,308162,TRUE
Georgia,Dodge County,Donald Trump,REP,5843,TRUE
Georgia,Dooly County,Donald Trump,REP,2159,TRUE
Georgia,Dougherty County,Joe Biden,DEM,24568,TRUE
Georgia,Douglas County,Joe Biden,DEM,42814,TRUE
Georgia,Early County,Donald Trump,REP,2710,TRUE
Georgia,Echols County,Donald Trump,REP,1256,TRUE
Georgia,Effingham County,Donald Trump,REP,23361,TRUE
Georgia,Elbert County,Donald Trump,REP,6226,TRUE
Georgia,Emanuel County,Donald Trump,REP,6553,TRUE
Georgia,Evans County,Donald Trump,REP,2888,TRUE
Georgia,Fannin County,Donald Trump,REP,12169,TRUE
Georgia,Fayette County,Donald Trump,REP,37956,TRUE
Georgia,Floyd County,Donald Trump,REP,28906,TRUE
Georgia,Forsyth County,Donald Trump,REP,85123,TRUE
Georgia,Franklin County,Donald Trump,REP,9069,TRUE
Georgia,Fulton County,Joe Biden,DEM,380212,TRUE
Georgia,Gilmer County,Donald Trump,REP,13429,TRUE
Georgia,Glascock County,Donald Trump,REP,1402,TRUE
Georgia,Glynn County,Donald Trump,REP,25617,TRUE
Georgia,Gordon County,Donald Trump,REP,19405,TRUE
Georgia,Grady County,Donald Trump,REP,7034,TRUE
Georgia,Greene County,Donald Trump,REP,7066,TRUE
Georgia,Gwinnett County,Joe Biden,DEM,241994,TRUE
Georgia,Habersham County,Donald Trump,REP,16637,TRUE
Georgia,Hall County,Donald Trump,REP,64183,TRUE
Georgia,Hancock County,Joe Biden,DEM,2976,TRUE
Georgia,Haralson County,Donald Trump,REP,12330,TRUE
Georgia,Harris County,Donald Trump,REP,14319,TRUE
Georgia,Hart County,Donald Trump,REP,9465,TRUE
Georgia,Heard County,Donald Trump,REP,4519,TRUE
Georgia,Henry County,Joe Biden,DEM,73443,TRUE
Georgia,Houston County,Donald Trump,REP,41540,TRUE
Georgia,Irwin County,Donald Trump,REP,3134,TRUE
Georgia,Jackson County,Donald Trump,REP,29502,TRUE
Georgia,Jasper County,Donald Trump,REP,5822,TRUE
Georgia,Jeff Davis County,Donald Trump,REP,4695,TRUE
Georgia,Jefferson County,Joe Biden,DEM,4058,TRUE
Georgia,Jenkins County,Donald Trump,REP,2161,TRUE
Georgia,Johnson County,Donald Trump,REP,2850,TRUE
Georgia,Jones County,Donald Trump,REP,9940,TRUE
Georgia,Lamar County,Donald Trump,REP,6331,TRUE
Georgia,Lanier County,Donald Trump,REP,2509,TRUE
Georgia,Laurens County,Donald Trump,REP,14493,TRUE
Georgia,Lee County,Donald Trump,REP,12007,TRUE
Georgia,Liberty County,Joe Biden,DEM,13104,TRUE
Georgia,Lincoln County,Donald Trump,REP,3173,TRUE
Georgia,Long County,Donald Trump,REP,3527,TRUE
Georgia,Lowndes County,Donald Trump,REP,25692,TRUE
Georgia,Lumpkin County,Donald Trump,REP,12163,TRUE
Georgia,McDuffie County,Donald Trump,REP,6169,TRUE
Georgia,McIntosh County,Donald Trump,REP,4016,TRUE
Georgia,Macon County,Joe Biden,DEM,2858,TRUE
Georgia,Madison County,Donald Trump,REP,11326,TRUE
Georgia,Marion County,Donald Trump,REP,2275,TRUE
Georgia,Meriwether County,Donald Trump,REP,6524,TRUE
Georgia,Miller County,Donald Trump,REP,2066,TRUE
Georgia,Mitchell County,Donald Trump,REP,4935,TRUE
Georgia,Monroe County,Donald Trump,REP,11057,TRUE
Georgia,Montgomery County,Donald Trump,REP,2960,TRUE
Georgia,Morgan County,Donald Trump,REP,8231,TRUE
Georgia,Murray County,Donald Trump,REP,12944,TRUE
Georgia,Muscogee County,Joe Biden,DEM,49446,TRUE
Georgia,Newton County,Joe Biden,DEM,29789,TRUE
Georgia,Oconee County,Donald Trump,REP,16595,TRUE
Georgia,Oglethorpe County,Donald Trump,REP,5592,TRUE
Georgia,Paulding County,Donald Trump,REP,54517,TRUE
Georgia,Peach County,Donald Trump,REP,6506,TRUE
Georgia,Pickens County,Donald Trump,REP,14110,TRUE
Georgia,Pierce County,Donald Trump,REP,7898,TRUE
Georgia,Pike County,Donald Trump,REP,9127,TRUE
Georgia,Polk County,Donald Trump,REP,13587,TRUE
Georgia,Pulaski County,Donald Trump,REP,2815,TRUE
Georgia,Putnam County,Donald Trump,REP,8291,TRUE
Georgia,Quitman County,Donald Trump,REP,604,TRUE
Georgia,Rabun County,Donald Trump,REP,7474,TRUE
Georgia,Randolph County,Joe Biden,DEM,1671,TRUE
Georgia,Richmond County,Joe Biden,DEM,59119,TRUE
Georgia,Rockdale County,Joe Biden,DEM,31237,TRUE
Georgia,Schley County,Donald Trump,REP,1800,TRUE
Georgia,Screven County,Donald Trump,REP,3915,TRUE
Georgia,Seminole County,Donald Trump,REP,2613,TRUE
Georgia,Spalding County,Donald Trump,REP,18104,TRUE
Georgia,Stephens County,Donald Trump,REP,9367,TRUE
Georgia,Stewart County,Joe Biden,DEM,1182,TRUE
Georgia,Sumter County,Joe Biden,DEM,6314,TRUE
Georgia,Talbot County,Joe Biden,DEM,2114,TRUE
Georgia,Taliaferro County,Joe Biden,DEM,561,TRUE
Georgia,Tattnall County,Donald Trump,REP,6054,TRUE
Georgia,Taylor County,Donald Trump,REP,2420,TRUE
Georgia,Telfair County,Donald Trump,REP,2825,TRUE
Georgia,Terrell County,Joe Biden,DEM,2376,TRUE
Georgia,Thomas County,Donald Trump,REP,12969,TRUE
Georgia,Tift County,Donald Trump,REP,10784,TRUE
Georgia,Toombs County,Donald Trump,REP,7873,TRUE
Georgia,Towns County,Donald Trump,REP,6384,TRUE
Georgia,Treutlen County,Donald Trump,REP,2101,TRUE
Georgia,Troup County,Donald Trump,REP,18142,TRUE
Georgia,Turner County,Donald Trump,REP,2349,TRUE
Georgia,Twiggs County,Donald Trump,REP,2370,TRUE
Georgia,Union County,Donald Trump,REP,12650,TRUE
Georgia,Upson County,Donald Trump,REP,8606,TRUE
Georgia,Walker County,Donald Trump,REP,23173,TRUE
Georgia,Walton County,Donald Trump,REP,37839,TRUE
Georgia,Ware County,Donald Trump,REP,9903,TRUE
Georgia,Warren County,Joe Biden,DEM,1468,TRUE
Georgia,Washington County,Joe Biden,DEM,4743,TRUE
Georgia,Wayne County,Donald Trump,REP,9987,TRUE
Georgia,Webster County,Donald Trump,REP,748,TRUE
Georgia,Wheeler County,Donald Trump,REP,1583,TRUE
Georgia,White County,Donald Trump,REP,12222,TRUE
Georgia,Whitfield County,Donald Trump,REP,25644,TRUE
Georgia,Wilcox County,Donald Trump,REP,2402,TRUE
Georgia,Wilkes County,Donald Trump,REP,2823,TRUE
Georgia,Wilkinson County,Donald Trump,REP,2665,TRUE
Georgia,Worth County,Donald Trump,REP,6830,TRUE
Hawaii,Hawaii County,Joe Biden,DEM,58731,TRUE
Hawaii,Honolulu County,Joe Biden,DEM,238869,TRUE
Hawaii,Kauai County,Joe Biden,DEM,21225,TRUE
Hawaii,Maui County,Joe Biden,DEM,47305,TRUE
Idaho,Ada County,Donald Trump,REP,130699,TRUE
Idaho,Adams County,Donald Trump,REP,1941,TRUE
Idaho,Bannock County,Donald Trump,REP,23331,TRUE
Idaho,Bear Lake County,Donald Trump,REP,2914,TRUE
Idaho,Benewah County,Donald Trump,REP,3878,TRUE
Idaho,Bingham County,Donald Trump,REP,15295,TRUE
Idaho,Blaine County,Joe Biden,DEM,8919,TRUE
Idaho,Boise County,Donald Trump,REP,3485,TRUE
Idaho,Bonner County,Donald Trump,REP,18369,TRUE
Idaho,Bonneville County,Donald Trump,REP,37805,TRUE
Idaho,Boundary County,Donald Trump,REP,4937,TRUE
Idaho,Butte County,Donald Trump,REP,1202,TRUE
Idaho,Camas County,Donald Trump,REP,507,TRUE
Idaho,Canyon County,Donald Trump,REP,61759,TRUE
Idaho,Caribou County,Donald Trump,REP,2906,TRUE
Idaho,Cassia County,Donald Trump,REP,7907,TRUE
Idaho,Clark County,Donald Trump,REP,264,TRUE
Idaho,Clearwater County,Donald Trump,REP,3453,TRUE
Idaho,Custer County,Donald Trump,REP,2089,TRUE
Idaho,Elmore County,Donald Trump,REP,7246,TRUE
Idaho,Franklin County,Donald Trump,REP,5845,TRUE
Idaho,Fremont County,Donald Trump,REP,5548,TRUE
Idaho,Gem County,Donald Trump,REP,7951,TRUE
Idaho,Gooding County,Donald Trump,REP,4659,TRUE
Idaho,Idaho County,Donald Trump,REP,7826,TRUE
Idaho,Jefferson County,Donald Trump,REP,12099,TRUE
Idaho,Jerome County,Donald Trump,REP,5734,TRUE
Idaho,Kootenai County,Donald Trump,REP,62837,TRUE
Idaho,Latah County,Joe Biden,DEM,10236,TRUE
Idaho,Lemhi County,Donald Trump,REP,3592,TRUE
Idaho,Lewis County,Donald Trump,REP,1489,TRUE
Idaho,Lincoln County,Donald Trump,REP,1469,TRUE
Idaho,Madison County,Donald Trump,REP,13559,TRUE
Idaho,Minidoka County,Donald Trump,REP,6265,TRUE
Idaho,Nez Perce County,Donald Trump,REP,13738,TRUE
Idaho,Oneida County,Donald Trump,REP,2148,TRUE
Idaho,Owyhee County,Donald Trump,REP,3819,TRUE
Idaho,Payette County,Donald Trump,REP,8862,TRUE
Idaho,Power County,Donald Trump,REP,2116,TRUE
Idaho,Shoshone County,Donald Trump,REP,4216,TRUE
Idaho,Teton County,Joe Biden,DEM,3318,TRUE
Idaho,Twin Falls County,Donald Trump,REP,25897,TRUE
Idaho,Valley County,Donald Trump,REP,3947,TRUE
Idaho,Washington County,Donald Trump,REP,4154,TRUE
Illinois,Adams County,Donald Trump,REP,24220,TRUE
Illinois,Alexander County,Donald Trump,REP,1486,TRUE
Illinois,Bond County,Donald Trump,REP,5625,TRUE
Illinois,Boone County,Donald Trump,REP,13883,TRUE
Illinois,Brown County,Donald Trump,REP,1931,TRUE
Illinois,Bureau County,Donald Trump,REP,10411,TRUE
Illinois,Calhoun County,Donald Trump,REP,2046,TRUE
Illinois,Carroll County,Donald Trump,REP,5105,TRUE
Illinois,Cass County,Donald Trump,REP,3625,TRUE
Illinois,Champaign County,Joe Biden,DEM,57067,TRUE
Illinois,Christian County,Donald Trump,REP,11563,TRUE
Illinois,Clark County,Donald Trump,REP,6226,TRUE
Illinois,Clay County,Donald Trump,REP,5629,TRUE
Illinois,Clinton County,Donald Trump,REP,14304,TRUE
Illinois,Coles County,Donald Trump,REP,14037,TRUE
Illinois,Cook County,Joe Biden,DEM,1725973,TRUE
Illinois,Crawford County,Donald Trump,REP,7043,TRUE
Illinois,Cumberland County,Donald Trump,REP,4601,TRUE
Illinois,DeKalb County,Joe Biden,DEM,24643,TRUE
Illinois,De Witt County,Donald Trump,REP,5632,TRUE
Illinois,Douglas County,Donald Trump,REP,6227,TRUE
Illinois,DuPage County,Joe Biden,DEM,281222,TRUE
Illinois,Edgar County,Donald Trump,REP,6193,TRUE
Illinois,Edwards County,Donald Trump,REP,2833,TRUE
Illinois,Effingham County,Donald Trump,REP,15006,TRUE
Illinois,Fayette County,Donald Trump,REP,8055,TRUE
Illinois,Ford County,Donald Trump,REP,5048,TRUE
Illinois,Franklin County,Donald Trump,REP,13622,TRUE
Illinois,Fulton County,Donald Trump,REP,9867,TRUE
Illinois,Gallatin County,Donald Trump,REP,2019,TRUE
Illinois,Greene County,Donald Trump,REP,4770,TRUE
Illinois,Grundy County,Donald Trump,REP,16523,TRUE
Illinois,Hamilton County,Donald Trump,REP,3432,TRUE
Illinois,Hancock County,Donald Trump,REP,6906,TRUE
Illinois,Hardin County,Donald Trump,REP,1691,TRUE
Illinois,Henderson County,Donald Trump,REP,2394,TRUE
Illinois,Henry County,Donald Trump,REP,15300,TRUE
Illinois,Iroquois County,Donald Trump,REP,10877,TRUE
Illinois,Jackson County,Joe Biden,DEM,11181,TRUE
Illinois,Jasper County,Donald Trump,REP,4494,TRUE
Illinois,Jefferson County,Donald Trump,REP,12476,TRUE
Illinois,Jersey County,Donald Trump,REP,8712,TRUE
Illinois,Jo Daviess County,Donald Trump,REP,7166,TRUE
Illinois,Johnson County,Donald Trump,REP,5059,TRUE
Illinois,Kane County,Joe Biden,DEM,130166,TRUE
Illinois,Kankakee County,Donald Trump,REP,28532,TRUE
Illinois,Kendall County,Joe Biden,DEM,33168,TRUE
Illinois,Knox County,Donald Trump,REP,12009,TRUE
Illinois,Lake County,Joe Biden,DEM,204032,TRUE
Illinois,LaSalle County,Donald Trump,REP,30113,TRUE
Illinois,Lawrence County,Donald Trump,REP,4886,TRUE
Illinois,Lee County,Donald Trump,REP,9630,TRUE
Illinois,Livingston County,Donald Trump,REP,12208,TRUE
Illinois,Logan County,Donald Trump,REP,9136,TRUE
Illinois,McDonough County,Donald Trump,REP,7027,TRUE
Illinois,McHenry County,Donald Trump,REP,82260,TRUE
Illinois,McLean County,Joe Biden,DEM,43933,TRUE
Illinois,Macon County,Donald Trump,REP,28589,TRUE
Illinois,Macoupin County,Donald Trump,REP,16153,TRUE
Illinois,Madison County,Donald Trump,REP,76031,TRUE
Illinois,Marion County,Donald Trump,REP,12678,TRUE
Illinois,Marshall County,Donald Trump,REP,4197,TRUE
Illinois,Mason County,Donald Trump,REP,4654,TRUE
Illinois,Massac County,Donald Trump,REP,4997,TRUE
Illinois,Menard County,Donald Trump,REP,4764,TRUE
Illinois,Mercer County,Donald Trump,REP,5418,TRUE
Illinois,Monroe County,Donald Trump,REP,14142,TRUE
Illinois,Montgomery County,Donald Trump,REP,9544,TRUE
Illinois,Morgan County,Donald Trump,REP,9950,TRUE
Illinois,Moultrie County,Donald Trump,REP,4964,TRUE
Illinois,Ogle County,Donald Trump,REP,16248,TRUE
Illinois,Peoria County,Joe Biden,DEM,43578,TRUE
Illinois,Perry County,Donald Trump,REP,7313,TRUE
Illinois,Piatt County,Donald Trump,REP,6248,TRUE
Illinois,Pike County,Donald Trump,REP,6332,TRUE
Illinois,Pope County,Donald Trump,REP,1722,TRUE
Illinois,Pulaski County,Donald Trump,REP,1699,TRUE
Illinois,Putnam County,Donald Trump,REP,1993,TRUE
Illinois,Randolph County,Donald Trump,REP,11076,TRUE
Illinois,Richland County,Donald Trump,REP,6089,TRUE
Illinois,Rock Island County,Joe Biden,DEM,36691,TRUE
Illinois,St. Clair County,Joe Biden,DEM,68325,TRUE
Illinois,Saline County,Donald Trump,REP,8103,TRUE
Illinois,Sangamon County,Donald Trump,REP,53485,TRUE
Illinois,Schuyler County,Donald Trump,REP,2773,TRUE
Illinois,Scott County,Donald Trump,REP,2114,TRUE
Illinois,Shelby County,Donald Trump,REP,9426,TRUE
Illinois,Stark County,Donald Trump,REP,2004,TRUE
Illinois,Stephenson County,Donald Trump,REP,12521,TRUE
Illinois,Tazewell County,Donald Trump,REP,42513,TRUE
Illinois,Union County,Donald Trump,REP,6161,TRUE
Illinois,Vermilion County,Donald Trump,REP,20725,TRUE
Illinois,Wabash County,Donald Trump,REP,4237,TRUE
Illinois,Warren County,Donald Trump,REP,4676,TRUE
Illinois,Washington County,Donald Trump,REP,6115,TRUE
Illinois,Wayne County,Donald Trump,REP,7176,TRUE
Illinois,White County,Donald Trump,REP,5791,TRUE
Illinois,Whiteside County,Donald Trump,REP,14527,TRUE
Illinois,Will County,Joe Biden,DEM,183915,TRUE
Illinois,Williamson County,Donald Trump,REP,22801,TRUE
Illinois,Winnebago County,Joe Biden,DEM,64056,TRUE
Illinois,Woodford County,Donald Trump,REP,14799,TRUE
Illinois,Cook Suburbs,Joe Biden,DEM,781238,TRUE
Indiana,Adams County,Donald Trump,REP,10686,TRUE
Indiana,Allen County,Donald Trump,REP,92083,TRUE
Indiana,Bartholomew County,Donald Trump,REP,22410,TRUE
Indiana,Benton County,Donald Trump,REP,3007,TRUE
Indiana,Blackford County,Donald Trump,REP,3841,TRUE
Indiana,Boone County,Donald Trump,REP,22351,TRUE
Indiana,Brown County,Donald Trump,REP,5777,TRUE
Indiana,Carroll County,Donald Trump,REP,7086,TRUE
Indiana,Cass County,Donald Trump,REP,10552,TRUE
Indiana,Clark County,Donald Trump,REP,33668,TRUE
Indiana,Clay County,Donald Trump,REP,9499,TRUE
Indiana,Clinton County,Donald Trump,REP,9334,TRUE
Indiana,Crawford County,Donald Trump,REP,3483,TRUE
Indiana,Daviess County,Donald Trump,REP,9576,TRUE
Indiana,Dearborn County,Donald Trump,REP,19528,TRUE
Indiana,Decatur County,Donald Trump,REP,9575,TRUE
Indiana,DeKalb County,Donald Trump,REP,14237,TRUE
Indiana,Delaware County,Donald Trump,REP,26827,TRUE
Indiana,Dubois County,Donald Trump,REP,15033,TRUE
Indiana,Elkhart County,Donald Trump,REP,46972,TRUE
Indiana,Fayette County,Donald Trump,REP,7755,TRUE
Indiana,Floyd County,Donald Trump,REP,23400,TRUE
Indiana,Fountain County,Donald Trump,REP,6154,TRUE
Indiana,Franklin County,Donald Trump,REP,9691,TRUE
Indiana,Fulton County,Donald Trump,REP,6694,TRUE
Indiana,Gibson County,Donald Trump,REP,11817,TRUE
Indiana,Grant County,Donald Trump,REP,18543,TRUE
Indiana,Greene County,Donald Trump,REP,11103,TRUE
Indiana,Hamilton County,Donald Trump,REP,101587,TRUE
Indiana,Hancock County,Donald Trump,REP,28996,TRUE
Indiana,Harrison County,Donald Trump,REP,14565,TRUE
Indiana,Hendricks County,Donald Trump,REP,53802,TRUE
Indiana,Henry County,Donald Trump,REP,15043,TRUE
Indiana,Howard County,Donald Trump,REP,26449,TRUE
Indiana,Huntington County,Donald Trump,REP,13147,TRUE
Indiana,Jackson County,Donald Trump,REP,14555,TRUE
Indiana,Jasper County,Donald Trump,REP,11383,TRUE
Indiana,Jay County,Donald Trump,REP,6361,TRUE
Indiana,Jefferson County,Donald Trump,REP,9663,TRUE
Indiana,Jennings County,Donald Trump,REP,9490,TRUE
Indiana,Johnson County,Donald Trump,REP,51219,TRUE
Indiana,Knox County,Donald Trump,REP,11655,TRUE
Indiana,Kosciusko County,Donald Trump,REP,26499,TRUE
Indiana,LaGrange County,Donald Trump,REP,8110,TRUE
Indiana,Lake County,Joe Biden,DEM,124870,TRUE
Indiana,LaPorte County,Donald Trump,REP,25997,TRUE
Indiana,Lawrence County,Donald Trump,REP,15601,TRUE
Indiana,Madison County,Donald Trump,REP,31215,TRUE
Indiana,Marion County,Joe Biden,DEM,247772,TRUE
Indiana,Marshall County,Donald Trump,REP,13844,TRUE
Indiana,Martin County,Donald Trump,REP,4029,TRUE
Indiana,Miami County,Donald Trump,REP,10925,TRUE
Indiana,Monroe County,Joe Biden,DEM,39861,TRUE
Indiana,Montgomery County,Donald Trump,REP,12659,TRUE
Indiana,Morgan County,Donald Trump,REP,27512,TRUE
Indiana,Newton County,Donald Trump,REP,4942,TRUE
Indiana,Noble County,Donald Trump,REP,14195,TRUE
Indiana,Ohio County,Donald Trump,REP,2392,TRUE
Indiana,Orange County,Donald Trump,REP,6432,TRUE
Indiana,Owen County,Donald Trump,REP,7286,TRUE
Indiana,Parke County,Donald Trump,REP,5398,TRUE
Indiana,Perry County,Donald Trump,REP,5345,TRUE
Indiana,Pike County,Donald Trump,REP,4692,TRUE
Indiana,Porter County,Donald Trump,REP,45008,TRUE
Indiana,Posey County,Donald Trump,REP,9206,TRUE
Indiana,Pulaski County,Donald Trump,REP,4246,TRUE
Indiana,Putnam County,Donald Trump,REP,12278,TRUE
Indiana,Randolph County,Donald Trump,REP,8312,TRUE
Indiana,Ripley County,Donald Trump,REP,11261,TRUE
Indiana,Rush County,Donald Trump,REP,6035,TRUE
Indiana,St. Joseph County,Joe Biden,DEM,59896,TRUE
Indiana,Scott County,Donald Trump,REP,7328,TRUE
Indiana,Shelby County,Donald Trump,REP,14568,TRUE
Indiana,Spencer County,Donald Trump,REP,7357,TRUE
Indiana,Starke County,Donald Trump,REP,7466,TRUE
Indiana,Steuben County,Donald Trump,REP,11327,TRUE
Indiana,Sullivan County,Donald Trump,REP,6691,TRUE
Indiana,Switzerland County,Donald Trump,REP,3133,TRUE
Indiana,Tippecanoe County,Joe Biden,DEM,35017,TRUE
Indiana,Tipton County,Donald Trump,REP,6110,TRUE
Indiana,Union County,Donald Trump,REP,2688,TRUE
Indiana,Vanderburgh County,Donald Trump,REP,41844,TRUE
Indiana,Vermillion County,Donald Trump,REP,5184,TRUE
Indiana,Vigo County,Donald Trump,REP,24545,TRUE
Indiana,Wabash County,Donald Trump,REP,10762,TRUE
Indiana,Warren County,Donald Trump,REP,3401,TRUE
Indiana,Warrick County,Donald Trump,REP,21326,TRUE
Indiana,Washington County,Donald Trump,REP,9114,TRUE
Indiana,Wayne County,Donald Trump,REP,17567,TRUE
Indiana,Wells County,Donald Trump,REP,10855,TRUE
Indiana,White County,Donald Trump,REP,7957,TRUE
Indiana,Whitley County,Donald Trump,REP,12862,TRUE
Iowa,Adair County,Donald Trump,REP,2917,TRUE
